Date,Central PA,Linear Speed ,MPA,20R Speed,Width,ssn
10/17/1998,169.444444444444,281.809523809524,239.809523809524,325.857142857143,276.285714285714,149
10/18/1998,170.222222222222,291.714285714286,227.714285714286,328.285714285714,234.428571428571,136
10/19/1998,171,301.619047619048,215.619047619048,330.714285714286,192.571428571429,115
10/20/1998,171.777777777778,311.52380952381,203.52380952381,333.142857142857,150.714285714286,89
10/21/1998,172.555555555556,321.428571428571,191.428571428571,335.571428571429,108.857142857143,69
10/22/1998,173.333333333333,331.333333333333,179.333333333333,338,67,71
10/23/1998,294.5,549.5,294,465.5,43,55
10/24/1998,174,304.666666666667,152,182,190,44
10/25/1998,189.5,839,74,802,360,45
10/26/1998,205,475.428571428571,212,572.857142857143,36.7142857142857,25
10/27/1998,287.333333333333,460.666666666667,286.333333333333,169.333333333333,18.3333333333333,33
10/28/1998,93.6666666666667,320.666666666667,82,338.666666666667,61,76
10/29/1998,180.5,480,178.5,626.5,49.25,76
10/30/1998,190.666666666667,319.666666666667,193.333333333333,180.666666666667,30.6666666666667,74
10/31/1998,148.75,235.75,146.75,712.333333333333,42,49
11/1/1998,205,345.5,208.5,503,55,54
11/2/1998,102,422,108.333333333333,506,96.6666666666667,74
11/3/1998,154.25,320.75,150.75,622.75,32,116
11/4/1998,185.666666666667,385.428571428571,158.285714285714,512.142857142857,100.714285714286,125
11/5/1998,205,458.166666666667,230.5,607,169.333333333333,129
11/6/1998,205.333333333333,333,214.666666666667,593.5,69.3333333333333,135
11/7/1998,216.166666666667,441.857142857143,218.714285714286,521.714285714286,91.2857142857143,121
11/8/1998,225,351.666666666667,209,622.5,88.3333333333333,93
11/9/1998,181.5,337.125,184.875,292.875,68.125,89
11/10/1998,211.428571428571,384.142857142857,222.285714285714,456.142857142857,62.5714285714286,87
11/11/1998,202,381.333333333333,202,330,35.6666666666667,96
11/12/1998,259,323.5,257,509.5,64,116
11/13/1998,246.25,355.604166666667,246.604166666667,544.041666666667,68.7708333333333,123
11/14/1998,233.5,387.708333333333,236.208333333333,578.583333333333,73.5416666666667,125
11/15/1998,220.75,419.8125,225.8125,613.125,78.3125,100
11/16/1998,208,451.916666666667,215.416666666667,647.666666666667,83.0833333333333,70
11/17/1998,195.25,484.020833333333,205.020833333333,682.208333333333,87.8541666666667,67
11/18/1998,182.5,516.125,194.625,716.75,92.625,46
11/19/1998,169.75,548.229166666667,184.229166666667,751.291666666667,97.3958333333333,60
11/20/1998,157,580.333333333333,173.833333333333,785.833333333333,102.166666666667,43
11/21/1998,144.25,612.4375,163.4375,820.375,106.9375,54
11/22/1998,131.5,644.541666666667,153.041666666667,854.916666666667,111.708333333333,62
11/23/1998,118.75,676.645833333333,142.645833333333,889.458333333333,116.479166666667,78
11/24/1998,106,708.75,132.25,924,121.25,112
11/25/1998,55,234.5,55,713,46.5,139
11/26/1998,142.6,580.666666666667,157.166666666667,804.666666666667,82.8333333333333,150
11/27/1998,239,341.5,193,340.5,210.5,139
11/28/1998,121.5,371.5,131.25,565.666666666667,62.75,138
11/29/1998,291.666666666667,309.666666666667,292.666666666667,254,52.6666666666667,130
11/30/1998,253.333333333333,245.666666666667,255.666666666667,531.333333333333,56,157
12/1/1998,228.333333333333,319.333333333333,222.666666666667,217,41.3333333333333,144
12/2/1998,224.5,704.5,230.5,1029.5,5.5,147
12/3/1998,69,306.5,73.5,0,34.5,125
12/4/1998,200.2,456.6,202,728.6,29,99
12/5/1998,242.666666666667,306.5,244.333333333333,0,29.6666666666667,130
12/6/1998,181.333333333333,430.666666666667,177,220.666666666667,44.3333333333333,138
12/7/1998,327,490,331,498,42,173
12/8/1998,169,334.5,158,468,75.6666666666667,159
12/9/1998,204.75,398.5,209.25,562.75,33.25,157
12/10/1998,166.666666666667,325.5,163,631,66,153
12/11/1998,145.333333333333,283.25,143,315.5,50.5,148
12/12/1998,124,241,123,0,35,122
12/13/1998,158.666666666667,325.833333333333,158.333333333333,305.166666666667,35.8333333333333,121
12/14/1998,193.333333333333,410.666666666667,193.666666666667,610.333333333333,36.6666666666667,105
12/15/1998,185.166666666667,301.8,183.5,545.666666666667,42.6666666666667,87
12/16/1998,149.5,282,142,0,76,71
12/17/1998,186.333333333333,424,194.5,825.5,137.75,87
12/18/1998,146.416666666667,1749,36,1776,360,73
12/19/1998,106.5,242.333333333333,106.5,342.333333333333,25.5,73
12/20/1998,183,376.5,178,213.5,45,63
12/21/1998,183.723404255319,382.117021276596,178.872340425532,223.585106382979,45.031914893617,57
12/22/1998,184.446808510638,387.734042553192,179.744680851064,233.670212765957,45.063829787234,68
12/23/1998,185.170212765957,393.351063829787,180.617021276596,243.755319148936,45.0957446808511,84
12/24/1998,185.893617021277,398.968085106383,181.489361702128,253.840425531915,45.1276595744681,96
12/25/1998,186.617021276596,404.585106382979,182.36170212766,263.925531914894,45.1595744680851,118
12/26/1998,187.340425531915,410.202127659574,183.234042553192,274.010638297872,45.1914893617021,146
12/27/1998,188.063829787234,415.81914893617,184.106382978723,284.095744680851,45.2234042553191,176
12/28/1998,188.787234042553,421.436170212766,184.978723404255,294.18085106383,45.2553191489362,140
12/29/1998,189.510638297872,427.053191489362,185.851063829787,304.265957446808,45.2872340425532,144
12/30/1998,190.234042553192,432.670212765957,186.723404255319,314.351063829787,45.3191489361702,134
12/31/1998,190.957446808511,438.287234042553,187.595744680851,324.436170212766,45.3510638297872,89
1/1/1999,191.68085106383,443.904255319149,188.468085106383,334.521276595745,45.3829787234043,94
1/2/1999,192.404255319149,449.521276595745,189.340425531915,344.606382978723,45.4148936170213,80
1/3/1999,193.127659574468,455.13829787234,190.212765957447,354.691489361702,45.4468085106383,90
1/4/1999,193.851063829787,460.755319148936,191.085106382979,364.776595744681,45.4787234042553,89
1/5/1999,194.574468085106,466.372340425532,191.957446808511,374.86170212766,45.5106382978723,67
1/6/1999,195.297872340426,471.989361702128,192.829787234043,384.946808510638,45.5425531914894,89
1/7/1999,196.021276595745,477.606382978723,193.702127659574,395.031914893617,45.5744680851064,71
1/8/1999,196.744680851064,483.223404255319,194.574468085106,405.117021276596,45.6063829787234,65
1/9/1999,197.468085106383,488.840425531915,195.446808510638,415.202127659574,45.6382978723404,64
1/10/1999,198.191489361702,494.457446808511,196.31914893617,425.287234042553,45.6702127659574,44
1/11/1999,198.914893617021,500.074468085106,197.191489361702,435.372340425532,45.7021276595745,49
1/12/1999,199.63829787234,505.691489361702,198.063829787234,445.457446808511,45.7340425531915,57
1/13/1999,200.36170212766,511.308510638298,198.936170212766,455.542553191489,45.7659574468085,90
1/14/1999,201.085106382979,516.925531914894,199.808510638298,465.627659574468,45.7978723404255,115
1/15/1999,201.808510638298,522.542553191489,200.68085106383,475.712765957447,45.8297872340426,115
1/16/1999,202.531914893617,528.159574468085,201.553191489362,485.797872340426,45.8617021276596,129
1/17/1999,203.255319148936,533.776595744681,202.425531914894,495.882978723404,45.8936170212766,141
1/18/1999,203.978723404255,539.393617021277,203.297872340426,505.968085106383,45.9255319148936,168
1/19/1999,204.702127659574,545.010638297872,204.170212765957,516.053191489362,45.9574468085106,166
1/20/1999,205.425531914894,550.627659574468,205.042553191489,526.13829787234,45.9893617021277,158
1/21/1999,206.148936170213,556.244680851064,205.914893617021,536.223404255319,46.0212765957447,150
1/22/1999,206.872340425532,561.86170212766,206.787234042553,546.308510638298,46.0531914893617,121
1/23/1999,207.595744680851,567.478723404255,207.659574468085,556.393617021277,46.0851063829787,94
1/24/1999,208.31914893617,573.095744680851,208.531914893617,566.478723404255,46.1170212765957,43
1/25/1999,209.042553191489,578.712765957447,209.404255319149,576.563829787234,46.1489361702128,42
1/26/1999,209.765957446808,584.329787234043,210.276595744681,586.648936170213,46.1808510638298,39
1/27/1999,210.489361702128,589.946808510638,211.148936170213,596.734042553192,46.2127659574468,39
1/28/1999,211.212765957447,595.563829787234,212.021276595745,606.81914893617,46.2446808510638,33
1/29/1999,211.936170212766,601.18085106383,212.893617021277,616.904255319149,46.2765957446809,33
1/30/1999,212.659574468085,606.797872340426,213.765957446808,626.989361702128,46.3085106382979,42
1/31/1999,213.382978723404,612.414893617021,214.63829787234,637.074468085106,46.3404255319149,43
2/1/1999,214.106382978723,618.031914893617,215.510638297872,647.159574468085,46.3723404255319,37
2/2/1999,214.829787234043,623.648936170213,216.382978723404,657.244680851064,46.4042553191489,28
2/3/1999,215.553191489362,629.265957446808,217.255319148936,667.329787234043,46.436170212766,22
2/4/1999,216.276595744681,634.882978723404,218.127659574468,677.414893617021,46.468085106383,18
2/5/1999,217,640.5,219,687.5,46.5,28
2/6/1999,231,373.5,240,593.5,83,41
2/7/1999,308,391,300,612,140,53
2/8/1999,99.5,624,112.5,559,91,61
2/9/1999,142.5,830.5,152,683,96,89
2/10/1999,140.4,474.2,142.2,385,51.8,115
2/11/1999,124.7,602.1,112.6,580,87.4,170
2/12/1999,109,730,83,775,123,198
2/13/1999,93,784,88,390.5,104.5,204
2/14/1999,134.25,521.5,146.25,489.75,53.5,213
2/15/1999,149.180555555556,501.166666666667,158.847222222222,479.513888888889,50.8611111111111,197
2/16/1999,164.111111111111,480.833333333333,171.444444444444,469.277777777778,48.2222222222222,181
2/17/1999,179.041666666667,460.5,184.041666666667,459.041666666667,45.5833333333333,155
2/18/1999,193.972222222222,440.166666666667,196.638888888889,448.805555555556,42.9444444444444,126
2/19/1999,208.902777777778,419.833333333333,209.236111111111,438.569444444444,40.3055555555556,127
2/20/1999,223.833333333333,399.5,221.833333333333,428.333333333333,37.6666666666667,109
2/21/1999,125.333333333333,393.5,123.333333333333,322,41,70
2/22/1999,207,410.5,218.5,477.5,73.5,62
2/23/1999,255,519,242,399,45,56
2/24/1999,264.333333333333,300.333333333333,163.666666666667,301.666666666667,99,65
2/25/1999,184.75,575.75,185,723.5,66.25,75
2/26/1999,168,516.5,172,426.5,47,87
2/27/1999,182.666666666667,545,177.666666666667,162.333333333333,17.3333333333333,114
2/28/1999,301,329,297,460,64,116
3/1/1999,120.5,538,122.25,1116.66666666667,19.75,132
3/2/1999,144.5,548.5,135,709.5,35.5,153
3/3/1999,161.6,537.9,151.85,626.75,40.15,144
3/4/1999,178.7,527.3,168.7,544,44.8,149
3/5/1999,195.8,516.7,185.55,461.25,49.45,119
3/6/1999,212.9,506.1,202.4,378.5,54.1,65
3/7/1999,230,495.5,219.25,295.75,58.75,62
3/8/1999,177.75,772.75,184.5,816.25,41.25,95
3/9/1999,203.666666666667,549.333333333333,209.333333333333,669.333333333333,30,92
3/10/1999,171.833333333333,494.166666666667,172.333333333333,358.8,29.3333333333333,114
3/11/1999,191.8,531.8,200.6,705,53.2,131
3/12/1999,166.8,418.8,174.2,373.2,36.2,114
3/13/1999,172.25,574.25,177.25,705,38.75,141
3/14/1999,231.428571428571,364.142857142857,227,580.285714285714,43.7142857142857,137
3/15/1999,224,371.375,213.125,401.125,69,146
3/16/1999,179.2,382.6875,173.5625,450.0625,58.8,149
3/17/1999,134.4,394,134,499,48.6,144
3/18/1999,216.5,597.25,212.25,443,58.25,152
3/19/1999,108.666666666667,587.666666666667,110,422,20,117
3/20/1999,195,547,205,548,59,107
3/21/1999,171.75,547,166.75,167.333333333333,38.5,92
3/22/1999,263,243,260,377,13,45
3/23/1999,152,520,152,719,48,62
3/24/1999,176,309,177,141,40.3333333333333,56
3/25/1999,270.5,255.25,185,406.75,75.25,47
3/26/1999,204,567,194.333333333333,388.666666666667,45.6666666666667,36
3/27/1999,166,449.5,162.5,598,25.5,56
3/28/1999,224,299.5,52.5,248,58.5,77
3/29/1999,280,411,115,516.5,84,83
3/30/1999,287,199,294,0,61,77
3/31/1999,126,422.5,131,352,22.5,65
4/1/1999,112.75,577.75,119.25,505.75,28.25,57
4/2/1999,194.333333333333,530.833333333333,192.833333333333,525.333333333333,85.5,71
4/3/1999,131.333333333333,698.333333333333,117,845.666666666667,100.666666666667,104
4/4/1999,163.428571428571,623.571428571429,118,763.285714285714,71.7142857142857,119
4/5/1999,136.5,637.5,126.75,529.75,68.5,135
4/6/1999,156.5,508,160,1007.5,27,120
4/7/1999,222.25,372.5,219.25,401.75,64.25,131
4/8/1999,162,434.5,173,150,44.5,153
4/9/1999,231.5,280,196.5,181,123.5,132
4/10/1999,77.5,671,78.5,675,41.5,110
4/11/1999,206.5,185,205,683,48.5,112
4/12/1999,68,176,65,740,50,119
4/13/1999,205,292,190.333333333333,299.333333333333,120.333333333333,109
4/14/1999,323.5,364.5,326,242,43.5,93
4/15/1999,53.5,471.5,228.5,647.5,25,98
4/16/1999,113,885,111,0,14,110
4/17/1999,243.666666666667,442,245.666666666667,394.666666666667,75.6666666666667,81
4/18/1999,47.5,376,45,592.5,97,73
4/19/1999,214.25,258.5,222.25,399,62.25,73
4/20/1999,240,448,250,1191,64,62
4/21/1999,261.333333333333,251.333333333333,259,560.5,49.3333333333333,59
4/22/1999,240,513,259,239.5,72,62
4/23/1999,289.666666666667,367.666666666667,180.333333333333,508,82.3333333333333,75
4/24/1999,220,1260.5,273,1361.5,198,66
4/25/1999,211.333333333333,674,208,382.333333333333,37,69
4/26/1999,37,546,36,0,32,81
4/27/1999,93,491.333333333333,100,639,67.3333333333333,81
4/28/1999,138.8,445.966666666667,142,513.2,52.9666666666667,90
4/29/1999,184.6,400.6,184,387.4,38.6,97
4/30/1999,269,577.666666666667,282.666666666667,447,33,107
5/1/1999,231.2,269.8,236.8,239.8,38.2,129
5/2/1999,163.2,325.6,168.4,420.2,54.2,112
5/3/1999,72,992.5,79,1212,185.5,118
5/4/1999,90,147,87,0,40,124
5/5/1999,64.5,527.5,66.5,526.5,30,146
5/6/1999,208,350,206,135.5,48,200
5/7/1999,54.5,401.75,61,369.25,76.5,214
5/8/1999,149,606.8,150.2,545.2,72,210
5/9/1999,185.5,509.25,198,442.75,80,191
5/10/1999,286,800.5,194,443.5,251.5,188
5/11/1999,221.333333333333,474.333333333333,234,503.333333333333,87.3333333333333,172
5/12/1999,222.5,378.75,227,252.75,52.75,142
5/13/1999,311,351,312,443,105,132
5/14/1999,143.333333333333,474.666666666667,141.666666666667,443,50.6666666666667,148
5/15/1999,88.1666666666667,488.333333333333,86.8333333333333,391.5,47.8333333333333,148
5/16/1999,33,502,32,340,45,139
5/17/1999,285.25,481.75,295.75,460,81.5,131
5/18/1999,252.625,438.208333333333,252.875,373.166666666667,66.0833333333333,132
5/19/1999,220,394.666666666667,210,286.333333333333,50.6666666666667,135
5/20/1999,131,460.285714285714,128.714285714286,510.428571428571,71.8571428571429,153
5/21/1999,180.5,671.5,194,619,174,138
5/22/1999,222.5,844.5,224,1210,26,121
5/23/1999,210.333333333333,384,216,289,44.6666666666667,120
5/24/1999,72,545,68.5,371,49.25,129
5/25/1999,128.166666666667,309.333333333333,124.666666666667,316.833333333333,85.8333333333333,160
5/26/1999,123.8,519.4,127,464.2,62,167
5/27/1999,75.3333333333333,932.5,141,906.75,179,167
5/28/1999,54,308.5,61,339,89.5,162
5/29/1999,81,735,111,736,135,150
5/30/1999,135.333333333333,380.333333333333,122.666666666667,313.333333333333,109,153
5/31/1999,175.25,418.5,179,291.75,70.25,206
6/1/1999,307,1036,336,1125,232.5,203
6/2/1999,187.6,472.2,185.4,594.6,65.8,197
6/3/1999,243.2,601.6,246.2,436,21.6,211
6/4/1999,165.75,951.4,133.2,1181.6,134,217
6/5/1999,270.5,276,281,395,47,220
6/6/1999,40,140,47,0,69,185
6/7/1999,229.5,414.25,237.5,315.75,62.75,197
6/8/1999,197.333333333333,614.75,147.75,581.5,127.5,241
6/9/1999,145,305,144,180.333333333333,42.6666666666667,220
6/10/1999,197.5,334,198.75,377.333333333333,86.25,239
6/11/1999,194,908.666666666667,188.666666666667,506.666666666667,99.3333333333333,230
6/12/1999,118,489.6,166,379.6,107.4,229
6/13/1999,241.5,570.666666666667,244.333333333333,586.833333333333,46.1666666666667,221
6/14/1999,129,560,144,869,148,209
6/15/1999,207.5,517.5,201,126.5,66.5,181
6/16/1999,116,863.333333333333,108.5,642,61,146
6/17/1999,131,714.84126984127,123,551,58.3333333333333,120
6/18/1999,146,566.349206349206,137.5,460,55.6666666666667,119
6/19/1999,161,417.857142857143,152,369,53,93
6/20/1999,127.5,605.666666666667,128,509.333333333333,31.5,119
6/21/1999,206.5,431,203,308,43.5,160
6/22/1999,230.625,1133,40,1117,360,217
6/23/1999,254.75,529,211.6,371.25,148.4,293
6/24/1999,206.333333333333,593,330.25,809.5,145.25,292
6/25/1999,159.333333333333,199,159,0,33.6666666666667,274
6/26/1999,7.5,477.25,117.5,409.75,209.75,259
6/27/1999,208,520,199.75,666.5,58,254
6/28/1999,190,558.375,208.375,534.125,98.75,241
6/29/1999,116.5,492.5,124,398.833333333333,184,223
6/30/1999,159,606.142857142857,134.714285714286,458,138.714285714286,215
7/1/1999,237.333333333333,570.333333333333,243,394.333333333333,105.333333333333,223
7/2/1999,202.857142857143,424.571428571429,206.428571428571,365.857142857143,69.1428571428571,217
7/3/1999,265.2,390.6,268.6,377.6,77.8,205
7/4/1999,260.5,347.5,268,265.75,63.25,199
7/5/1999,224.5,567.5,222.5,592,83.75,186
7/6/1999,79.3333333333333,556.5,141,473.75,154.75,179
7/7/1999,233.2,428.8,295.2,352.4,67,173
7/8/1999,58.6666666666667,450,58,297.333333333333,54.6666666666667,176
7/9/1999,180.4,316.4,180,230.8,67,171
7/10/1999,118.25,541.5,130.5,557.5,82.75,176
7/11/1999,186,367.333333333333,172.333333333333,121,92.6666666666667,199
7/12/1999,229,487.333333333333,209.833333333333,445,92.3333333333333,157
7/13/1999,179.625,446.5,182.375,254.625,38.75,128
7/14/1999,262,101,267,0,38,122
7/15/1999,173.5,286.5,180.25,212.25,59.25,118
7/16/1999,241.25,500.75,242.5,456.75,106.5,121
7/17/1999,327.5,274,332.5,454.5,38,137
7/18/1999,279.166666666667,403.166666666667,281.166666666667,390.333333333333,82.8333333333333,121
7/19/1999,227,535.333333333333,208.333333333333,326,110.666666666667,118
7/20/1999,263,327,271,380,136,121
7/21/1999,154.125,429.625,156.375,189.375,41,144
7/22/1999,214,336,217.333333333333,433,92.3333333333333,148
7/23/1999,104.666666666667,258.166666666667,104.333333333333,220,68.1666666666667,173
7/24/1999,180.333333333333,284,178,400.666666666667,70,182
7/25/1999,164.666666666667,900,204.25,849,151.75,153
7/26/1999,253,552.666666666667,251.666666666667,366.666666666667,51.3333333333333,176
7/27/1999,163.666666666667,684.333333333333,151,503.333333333333,123.333333333333,220
7/28/1999,232.222222222222,471.8,205.5,403.3,104.6,246
7/29/1999,213,373.285714285714,210.571428571429,341,58.2857142857143,252
7/30/1999,247.25,362.5,241.5,268.5,49.25,223
7/31/1999,150.666666666667,594.333333333333,153,719.333333333333,127,252
8/1/1999,163.833333333333,442,162.666666666667,502.666666666667,86.8333333333333,250
8/2/1999,169.25,524.75,150.5,624.75,135.5,229
8/3/1999,202,278.5,205,212.5,31.6666666666667,193
8/4/1999,239,500.5,247,355.25,76.25,193
8/5/1999,132.4,430.4,139.2,413.8,65.6,167
8/6/1999,241.727272727273,388.818181818182,242.909090909091,514.090909090909,47.9090909090909,152
8/7/1999,256.25,414.25,264.5,231.75,105,149
8/8/1999,63,389,59,481,55,115
8/9/1999,124,405.5,115.5,144,115,82
8/10/1999,142,747,144,1121,57,79
8/11/1999,127.333333333333,381.833333333333,140.166666666667,302.166666666667,87.8333333333333,91
8/12/1999,135.8,438.4,141.6,472.4,66.8,102
8/13/1999,146.7,462.6,150.1,403.8,70.2,87
8/14/1999,157.6,486.8,158.6,335.2,73.6,74
8/15/1999,132.25,497,133.75,632.25,52.5,67
8/16/1999,92.5714285714286,513.714285714286,86.7142857142857,439.571428571429,47.2857142857143,55
8/17/1999,78.25,672.5,65.5,822.25,195,58
8/18/1999,144.5,365.75,142.75,286,62.25,64
8/19/1999,204,415,200,373,88,73
8/20/1999,152,478.25,165.75,392.25,97,88
8/21/1999,169.25,733,176.5,747.25,56,103
8/22/1999,142.666666666667,589.333333333333,151.333333333333,718.333333333333,40.3333333333333,115
8/23/1999,167,559,168,0,6,131
8/24/1999,33,336,35,381.5,99.5,196
8/25/1999,145.4,436.4,214.2,398.2,44.6,206
8/26/1999,136.2,455,213.8,397.8,65.8,194
8/27/1999,69.5,699.5,78.5,559.5,157.5,223
8/28/1999,235.75,726.25,258,637.75,96.75,231
8/29/1999,134.75,253,132.5,345,65.75,228
8/30/1999,111,510.666666666667,125.666666666667,427,63.6666666666667,165
8/31/1999,0,174,6,218,43,140
9/1/1999,129,253,128,198,69,122
9/2/1999,207.666666666667,580.666666666667,198.666666666667,587.333333333333,118.666666666667,115
9/3/1999,233,451,235.5,423,128.5,103
9/4/1999,115,460,102,776,94,106
9/5/1999,166,338,152.666666666667,376,64.6666666666667,86
9/6/1999,184.071428571429,421.5,178.547619047619,428.857142857143,60.4761904761905,103
9/7/1999,202.142857142857,505,204.428571428571,481.714285714286,56.2857142857143,113
9/8/1999,145.5,451,155.5,308,105.5,109
9/9/1999,240,726.333333333333,298.5,738.5,68.3333333333333,110
9/10/1999,163.5,842.25,157.5,737.25,64.75,113
9/11/1999,140.5,973,125.5,973.5,132.5,126
9/12/1999,151.428571428571,800.142857142857,147.285714285714,741.714285714286,53.7142857142857,152
9/13/1999,195.25,697.25,188.25,584.125,70.75,167
9/14/1999,142.4,746.4,137.6,727.8,60,168
9/15/1999,162,680.25,153,638.75,36.25,165
9/16/1999,70.4,754.8,133.8,814,73.8,147
9/17/1999,192.454545454545,678,190.909090909091,804.727272727273,37.4545454545455,147
9/18/1999,133.75,590.5,138.75,524.25,44,128
9/19/1999,175.2,464.6,177.2,277,58,97
9/20/1999,214.8,487.333333333333,180.333333333333,493.166666666667,93,65
9/21/1999,165.666666666667,698.5,167.333333333333,574.333333333333,69.1666666666667,89
9/22/1999,92.25,609.25,84.25,676,51.75,85
9/23/1999,230.666666666667,653.666666666667,229,404.333333333333,42,61
9/24/1999,222.5,539,221.666666666667,465.666666666667,32.8333333333333,43
9/25/1999,214.333333333333,424.333333333333,214.333333333333,527,23.6666666666667,46
9/26/1999,82.5,461,82,229,25.5,52
9/27/1999,81.2,441.45,80.45,239.05,28.7,68
9/28/1999,79.9,421.9,78.9,249.1,31.9,77
9/29/1999,78.6,402.35,77.35,259.15,35.1,86
9/30/1999,77.3,382.8,75.8,269.2,38.3,72
10/1/1999,76,363.25,74.25,279.25,41.5,93
10/2/1999,74.7,343.7,72.7,289.3,44.7,98
10/3/1999,73.4,324.15,71.15,299.35,47.9,111
10/4/1999,72.1,304.6,69.6,309.4,51.1,179
10/5/1999,70.8,285.05,68.05,319.45,54.3,197
10/6/1999,69.5,265.5,66.5,329.5,57.5,200
10/7/1999,76.25,397.25,65.75,475.25,64,163
10/8/1999,28,671,18,603,27,189
10/9/1999,130,598.5,134.5,665.5,32,188
10/10/1999,78,681,71,905.666666666667,21.3333333333333,182
10/11/1999,219.25,401.75,222,378.5,58.5,210
10/12/1999,134.4,489.8,136.8,324.4,83.8,227
10/13/1999,125.5,751.5,128.5,755,58.5,218
10/14/1999,212.333333333333,683.75,169.25,721.75,117.5,166
10/15/1999,213,496.375,201.458333333333,457.041666666667,112.083333333333,176
10/16/1999,213.666666666667,309,233.666666666667,192.333333333333,106.666666666667,181
10/17/1999,248.333333333333,556.666666666667,253,666.666666666667,32.6666666666667,165
10/18/1999,182.666666666667,551.833333333333,182.833333333333,518.333333333333,88.5,158
10/19/1999,103,622,113,667.5,90,163
10/20/1999,163.666666666667,504.666666666667,168.333333333333,492.666666666667,60.3333333333333,140
10/21/1999,205,357.75,213.25,146,35.25,124
10/22/1999,295,500.5,294.25,371.75,97.75,114
10/23/1999,276.8,455.2,275.4,356,80.6,130
10/24/1999,300.333333333333,665.666666666667,310.333333333333,362,80.3333333333333,174
10/25/1999,256.666666666667,500.666666666667,251.666666666667,391.333333333333,92.6666666666667,207
10/26/1999,277.666666666667,348.666666666667,277.333333333333,214,47,202
10/27/1999,216,280.333333333333,219.833333333333,301.666666666667,52,195
10/28/1999,122.5,591,118,648.5,56.5,198
10/29/1999,166,557,159,500,49,224
10/30/1999,140.5,278.5,144.5,0,34,187
10/31/1999,125.666666666667,475.666666666667,118,455.833333333333,40.5,163
11/1/1999,151,267,153.5,190.5,19,140
11/2/1999,41.5,239.5,18.5,339,78,114
11/3/1999,130.25,299.625,118.25,360.75,67.375,134
11/4/1999,219,359.75,218,382.5,56.75,144
11/5/1999,82.6666666666667,284.333333333333,62.6666666666667,270,104.333333333333,146
11/6/1999,181,391.5,181.75,360.75,66,174
11/7/1999,92,545.4,84,706,56.8,206
11/8/1999,152.2,253.4,147.2,401.8,63.8,239
11/9/1999,209.466666666667,317.933333333333,211.133333333333,414.2,64.2,291
11/10/1999,266.733333333333,382.466666666667,275.066666666667,426.6,64.6,290
11/11/1999,324,447,339,439,65,266
11/12/1999,145.75,561.5,147.5,587.75,39.75,232
11/13/1999,94.75,263.25,99.5,218.25,59.25,206
11/14/1999,154.166666666667,547,148.333333333333,445.833333333333,57.3333333333333,216
11/15/1999,214.333333333333,536,218.333333333333,433.5,40.6666666666667,242
11/16/1999,159.5,680.75,153,707.25,83,235
11/17/1999,162.208333333333,637.75,156.291666666667,662.125,78.5833333333333,225
11/18/1999,164.916666666667,594.75,159.583333333333,617,74.1666666666667,232
11/19/1999,167.625,551.75,162.875,571.875,69.75,215
11/20/1999,170.333333333333,508.75,166.166666666667,526.75,65.3333333333333,201
11/21/1999,173.041666666667,465.75,169.458333333333,481.625,60.9166666666667,194
11/22/1999,175.75,422.75,172.75,436.5,56.5,155
11/23/1999,182,227.333333333333,172.333333333333,156,58,146
11/24/1999,193.714285714286,391.857142857143,196.142857142857,377.857142857143,71.7142857142857,144
11/25/1999,204.6,325.8,201,197,48.4,134
11/26/1999,223.833333333333,342.166666666667,223.666666666667,265.5,77.3333333333333,175
11/27/1999,184.875,417.75,191.875,523.75,53,148
11/28/1999,259.5,582.5,271,698.5,19.5,110
11/29/1999,257.4,532,264.6,648.8,26,131
11/30/1999,255.3,481.5,258.2,599.1,32.5,142
12/1/1999,253.2,431,251.8,549.4,39,137
12/2/1999,251.1,380.5,245.4,499.7,45.5,97
12/3/1999,249,330,239,450,52,79
12/4/1999,193.666666666667,325.333333333333,178.666666666667,406,84.8333333333333,70
12/5/1999,138.333333333333,320.666666666667,118.333333333333,362,117.666666666667,87
12/6/1999,209.833333333333,462.428571428571,193.714285714286,383.428571428571,113.142857142857,81
12/7/1999,115,424,106,362,24,108
12/8/1999,130,409,122.5,385.25,53.75,120
12/9/1999,145,394,139,408.5,83.5,152
12/10/1999,160,379,155.5,431.75,113.25,139
12/11/1999,175,364,172,455,143,123
12/12/1999,200,720,199,664,360,141
12/13/1999,225,250,212.5,165,57.5,143
12/14/1999,208,636.5,192,690.5,95.5,127
12/15/1999,232,822.5,235,822,65,130
12/16/1999,126.833333333333,355.833333333333,117,460.666666666667,57.5,141
12/17/1999,104,255,103.5,340,44.5,137
12/18/1999,278.5,439.5,266.5,436.5,58,138
12/19/1999,236.8,366,235.6,711.75,49,141
12/20/1999,154.333333333333,569.75,118.5,535,138.75,128
12/21/1999,104,333,110,349.5,62.5,130
12/22/1999,178,449.5,181.5,613,198.25,123
12/23/1999,266,364.25,260.5,349,66.5,134
12/24/1999,320.5,327,140.5,438.5,68.5,128
12/25/1999,46,711,42,1006,31,116
12/26/1999,293,339,290,0,62,95
12/27/1999,207.833333333333,543.5,215,513.5,58.8333333333333,85
12/28/1999,252.5,496.25,260.5,423.25,68.5,103
12/29/1999,221,372,231.5,456,64.5,66
12/30/1999,28,1005,24,1469,16,79
12/31/1999,142,399,144,1259,38,71
1/1/2000,108,346.333333333333,109,465,81.3333333333333,75
